Unit,SaleAmount,Date
1512,127000,2019-12-30
1512,0,2014-04-11
1512,86500,2014-04-11
1512,55000,2014-01-31
1512,70100,2013-07-23
1512,111900,2005-06-06
1512,1855000,2003-07-01
1512,100,2002-07-11
1512,100,2000-12-21
1512,100,1989-11-07
1512,100,1989-11-05
1513,84000,2014-10-30
1513,59900,2012-09-13
1513,40000,2009-03-09
1513,100,2008-10-10
1513,204000,2005-09-15
1513,111900,2005-05-27
1513,1855000,2003-07-01
1513,100,2002-07-11
1513,100,2000-12-21
1513,100,1989-11-07
1513,100,1989-11-05
1514,10,2023-09-28
1514,109000,2016-10-25
1514,113900,2005-05-26
1514,1855000,2003-07-01
1514,100,2002-07-11
1514,100,2000-12-21
1514,100,1989-11-07
1514,100,1989-11-05
1521,10,2019-05-23
1521,10,2019-02-13
1521,10,2018-03-27
1521,105000,2018-03-27
1521,169000,2005-07-19
1521,113900,2005-06-06
1521,1855000,2003-07-01
1521,100,2002-07-11
1521,100,2000-12-21
1521,100,1989-11-07
1521,100,1989-11-05
1522,160000,2021-06-23
1522,125000,2019-05-31
1522,89900,2015-06-17
1522,55000,2012-08-20
1522,30100,2012-03-30
1522,206000,2006-03-27
1522,123900,2005-06-03
1522,1855000,2003-07-01
1522,100,2002-07-11
1522,100,2000-12-21
1522,100,1989-11-07
1522,100,1989-11-05
1523,154900,2021-09-21
1523,10,2019-05-14
1523,107900,2005-06-07
1523,1855000,2003-07-01
1523,100,2002-07-11
1523,100,2000-12-21
1523,100,1989-11-07
1523,100,1989-11-05
1524,100,2024-10-14
1524,107900,2005-06-03
1524,1855000,2003-07-01
1524,100,2002-07-11
1524,100,2000-12-21
1524,100,1989-11-07
1524,100,1989-11-05
1611,62000,2013-02-07
1611,100,2011-11-17
1611,38100,2010-01-27
1611,100,2009-11-06
1611,105900,2005-06-17
1611,1855000,2003-07-01
1611,100,2002-07-11
1611,100,2000-12-21
1611,100,1989-11-07
1611,100,1989-11-05
1612,10,2023-09-29
1612,115000,2019-06-03
1612,75500,2014-03-18
1612,68000,2008-09-17
1612,100,2008-08-11
1612,204000,2005-08-15
1612,103900,2005-06-24
1612,1855000,2003-07-01
1612,100,2002-07-11
1612,100,2000-12-21
1612,100,1989-11-07
1612,100,1989-11-05
1613,60000,2013-04-25
1613,10,2013-04-25
1613,100,2010-12-29
1613,100,2009-10-09
1613,53000,2009-06-29
1613,100,2008-06-02
1613,206000,2006-01-13
1613,103900,2005-06-24
1613,144000,2005-06-24
1613,1855000,2003-07-01
1613,100,2002-07-11
1613,100,2000-12-21
1613,100,1989-11-07
1613,100,1989-11-05
1614,115000,2017-06-20
1614,10,2015-11-19
1614,103900,2005-06-20
1614,135000,2005-06-20
1614,1855000,2003-07-01
1614,100,2002-07-11
1614,100,2000-12-21
1614,100,1989-11-07
1614,100,1989-11-05
1615,36550,2014-07-11
1615,77000,2014-07-02
1615,103900,2005-06-24
1615,1855000,2003-07-01
1615,100,2002-07-11
1615,100,2000-12-21
1615,100,1989-11-07
1615,100,1989-11-05
1616,40900,2013-03-30
1616,15300,2013-01-25
1616,105900,2005-06-28
1616,1855000,2003-07-01
1616,100,2002-07-11
1616,100,2000-12-21
1616,100,1989-11-07
1616,100,1989-11-05
1621,120000,2022-12-16
1621,108000,2017-10-10
1621,101900,2005-06-24
1621,1855000,2003-07-01
1621,100,2002-07-11
1621,100,2000-12-21
1621,100,1989-11-07
1621,100,1989-11-05
1622,50000,2012-05-10
1622,20000,2010-10-26
1622,100,2007-02-14
1622,99900,2005-06-24
1622,1855000,2003-07-01
1622,100,2002-07-11
1622,100,2000-12-21
1622,100,1989-11-07
1622,100,1989-11-05
1623,98000,2016-10-07
1623,85000,2010-11-12
1623,39900,2010-08-30
1623,125000,2007-08-30
1623,100,2007-01-23
1623,218000,2006-01-18
1623,100,2006-01-18
1623,99900,2005-06-17
1623,1855000,2003-07-01
1623,100,2002-07-11
1623,100,2000-12-21
1623,100,1989-11-07
1623,100,1989-11-05
1624,10,2019-03-07
1624,108000,2017-08-21
1624,68900,2010-07-23
1624,38000,2010-05-18
1624,214000,2005-10-28
1624,123900,2005-06-21
1624,1855000,2003-07-01
1624,100,2002-07-11
1624,100,2000-12-21
1624,100,1989-11-07
1624,100,1989-11-05
1625,45900,2011-09-13
1625,150000,2007-04-20
1625,123900,2005-06-23
1625,1855000,2003-07-01
1625,100,2002-07-11
1625,100,2000-12-21
1625,100,1989-11-07
1625,100,1989-11-05
1626,101900,2005-06-24
1626,1855000,2003-07-01
1626,100,2002-07-11
1626,100,2000-12-21
1626,100,1989-11-07
1626,100,1989-11-05
1711,215000,2022-03-24
1711,0,2022-03-13
1711,167000,2005-07-01
1711,108900,2005-07-01
1711,1855000,2003-07-01
1711,100,2002-07-11
1711,100,2000-12-21
1711,100,1989-11-07
1711,100,1989-11-05
1712,0,2021-11-01
1712,145000,2021-03-29
1712,87500,2014-04-24
1712,55000,2010-05-10
1712,37000,2009-12-17
1712,215000,2005-11-10
1712,167000,2005-07-01
1712,106900,2005-07-01
1712,1855000,2003-07-01
1712,100,2002-07-11
1712,100,2000-12-21
1712,100,1989-11-07
1712,100,1989-11-05
1713,100,2024-05-07
1713,140000,2021-06-10
1713,149900,2005-06-30
1713,106900,2005-06-30
1713,1855000,2003-07-01
1713,100,2002-07-11
1713,100,2000-12-21
1713,100,1989-11-07
1713,100,1989-11-05
1714,0,2023-01-02
1714,235000,2022-11-15
1714,57000,2012-12-03
1714,150000,2005-07-08
1714,108900,2005-07-08
1714,1855000,2003-07-01
1714,100,2002-07-11
1714,100,2000-12-21
1714,100,1989-11-07
1714,100,1989-11-05
1721,46000,2011-08-11
1721,227700,2005-12-05
1721,104900,2005-07-06
1721,1855000,2003-07-01
1721,100,2002-07-11
1721,100,2000-12-21
1721,100,1989-11-07
1721,100,1989-11-05
1722,165000,2021-07-27
1722,10,2021-07-08
1722,100,2017-12-18
1722,97400,2016-08-30
1722,103800,2005-06-30
1722,1855000,2003-07-01
1722,100,2002-07-11
1722,100,2000-12-21
1722,100,1989-11-07
1722,100,1989-11-05
1723,51000,2011-06-09
1723,0,2011-03-11
1723,179000,2005-07-19
1723,102900,2005-06-30
1723,1855000,2003-07-01
1723,100,2002-07-11
1723,100,2000-12-21
1723,100,1989-11-07
1723,100,1989-11-05
1724,10,2025-11-10
1724,195000,2025-07-31
1724,225000,2022-06-09
1724,130000,2019-05-21
1724,58000,2012-03-30
1724,57000,2010-01-14
1724,29500,2009-11-17
1724,100,2006-08-09
1724,213000,2006-08-09
1724,104900,2005-07-08
1724,1855000,2003-07-01
1724,100,2002-07-11
1724,100,2000-12-21
1724,100,1989-11-07
1724,100,1989-11-05
1811,200000,2022-07-01
1811,39000,2010-01-29
1811,0,2009-10-28
1811,114900,2005-11-07
1811,1855000,2003-07-01
1811,100,2002-07-11
1811,100,2000-12-21
1811,100,1989-11-07
1811,100,1989-11-05
1812,62000,2013-02-28
1812,100,2011-11-17
1812,42100,2010-01-26
1812,100,2009-07-02
1812,100,2009-06-22
1812,117900,2005-11-04
1812,1855000,2003-07-01
1812,100,2002-07-11
1812,100,2000-12-21
1812,100,1989-11-07
1812,100,1989-11-05
1813,189000,2021-07-26
1813,148000,2020-12-07
1813,86900,2014-08-13
1813,61000,2014-01-09
1813,100,2013-05-17
1813,114900,2005-11-09
1813,1855000,2003-07-01
1813,100,2002-07-11
1813,100,2000-12-21
1813,100,1989-11-07
1813,100,1989-11-05
1814,138500,2020-07-17
1814,70000,2014-10-13
1814,27100,2014-08-08
1814,116900,2005-11-07
1814,1855000,2003-07-01
1814,100,2002-07-11
1814,100,2000-12-21
1814,100,1989-11-07
1814,100,1989-11-05
1821,205000,2023-11-14
1821,149000,2021-06-29
1821,82000,2014-12-30
1821,10,2014-07-10
1821,45000,2011-01-21
1821,0,2010-12-21
1821,100,2010-08-26
1821,0,2010-03-04
1821,224600,2006-02-22
1821,112900,2005-11-09
1821,1855000,2003-07-01
1821,100,2002-07-11
1821,100,2000-12-21
1821,100,1989-11-07
1821,100,1989-11-05
1822,0,2024-10-21
1822,150000,2020-12-21
1822,40000,2011-06-09
1822,19000,2010-09-13
1822,185000,2007-01-23
1822,110900,2005-11-16
1822,1855000,2003-07-01
1822,100,2002-07-11
1822,100,2000-12-21
1822,100,1989-11-07
1822,100,1989-11-05
1823,36000,2011-01-12
1823,24100,2010-11-01
1823,110900,2005-11-09
1823,1855000,2003-07-01
1823,100,2002-07-11
1823,100,2000-12-21
1823,100,1989-11-07
1823,100,1989-11-05
1824,55000,2018-12-15
1824,50000,2010-07-14
1824,100,2008-02-19
1824,100,2007-12-14
1824,112900,2005-11-02
1824,1855000,2003-07-01
1824,100,2002-07-11
1824,100,2000-12-21
1824,100,1989-11-07
1824,100,1989-11-05
1911,215000,2024-08-07
1911,0,2017-03-28
1911,10,2017-03-28
1911,42570,2012-01-18
1911,30100,2011-08-09
1911,116900,2005-11-16
1912,238000,2023-03-10
1912,108000,2017-06-30
1912,82900,2015-10-08
1912,42200,2015-07-24
1912,145000,2007-04-27
1912,114900,2005-11-14
1913,60000,2013-02-07
1913,45900,2011-10-12
1913,30600,2011-07-12
1913,130900,2005-11-22
1914,53000,2012-04-04
1914,96400,2011-12-07
1914,116900,2005-11-17
1921,125000,2018-10-15
1921,45000,2011-09-09
1921,30300,2011-06-07
1921,112900,2005-11-11
1922,247000,2022-07-21
1922,52000,2010-07-16
1922,32000,2010-04-05
1922,110900,2005-11-14
1923,85000,2015-08-03
1923,167000,2007-01-25
1923,110900,2005-11-10
1924,149900,2021-03-23
1924,0,2017-11-01
1924,0,2017-11-01
1924,100,2011-12-01
1924,212900,2005-11-11
1924,112900,2005-11-11
2011,100000,2016-08-26
2011,100,2009-04-17
2011,36500,2009-04-16
2011,100,2009-02-04
2011,203000,2006-03-13
2011,118900,2005-12-14
2012,93000,2015-10-15
2012,10,2013-12-09
2012,116900,2005-11-28
2013,235000,2022-06-10
2013,75500,2015-01-05
2013,41300,2010-07-09
2013,34100,2010-05-11
2013,120900,2005-11-30
2014,110000,2017-09-19
2014,27500,2010-11-16
2014,118900,2005-11-28
2021,128900,2005-11-28
2022,1,2023-05-26
2022,132000,2021-04-15
2022,62000,2014-05-15
2022,10,2013-12-09
2022,116900,2005-11-28
2023,210000,2005-12-12
2023,112900,2005-12-06
2024,65000,2012-04-20
2024,50000,2011-03-31
2024,205000,2005-11-22
2024,114900,2005-11-22
2111,245000,2023-11-17
2111,235000,2022-07-19
2111,180000,2021-08-11
2111,10,2019-06-12
2111,66000,2013-01-28
2111,58900,2011-11-11
2111,121900,2005-12-02
2111,1855000,2003-07-01
2111,100,2002-07-11
2111,100,2000-12-21
2111,100,1989-11-07
2111,100,1989-11-05
2112,161000,2021-11-11
2112,95000,2017-06-16
2112,82000,2014-08-15
2112,54000,2009-06-11
2112,116900,2005-12-05
2112,1855000,2003-07-01
2112,100,2002-07-11
2112,100,2000-12-21
2112,100,1989-11-07
2112,100,1989-11-05
2113,155000,2021-05-17
2113,90000,2021-02-05
2113,90000,2021-02-05
2113,120900,2006-02-21
2113,1855000,2003-07-01
2113,100,2002-07-11
2113,100,2000-12-21
2113,100,1989-11-07
2113,100,1989-11-05
2114,108000,2016-03-15
2114,68000,2014-03-31
2114,27000,2010-06-18
2114,118900,2005-12-15
2114,1855000,2003-07-01
2114,100,2002-07-11
2114,100,2000-12-21
2114,100,1989-11-07
2114,100,1989-11-05
2121,75000,2013-07-29
2121,50000,2011-03-31
2121,117900,2005-12-06
2121,205000,2005-11-23
2121,1855000,2003-07-01
2121,100,2002-07-11
2121,100,2000-12-21
2121,100,1989-11-07
2121,100,1989-11-05
2122,108000,2017-05-24
2122,34900,2010-10-20
2122,2100,2010-06-08
2122,112900,2005-12-14
2122,1855000,2003-07-01
2122,100,2002-07-11
2122,100,2000-12-21
2122,100,1989-11-07
2122,100,1989-11-05
2123,44000,2009-06-30
2123,126900,2005-12-09
2123,1855000,2003-07-01
2123,100,2002-07-11
2123,100,2000-12-21
2123,100,1989-11-07
2123,100,1989-11-05
2124,121000,2018-08-06
2124,52000,2011-09-23
2124,60000,2010-01-22
2124,30000,2009-10-23
2124,118900,2005-12-14
2124,1855000,2003-07-01
2124,100,2002-07-11
2124,100,2000-12-21
2124,100,1989-11-07
2124,100,1989-11-05
2211,100,2005-12-20
2211,118900,2005-12-20
2211,1855000,2003-07-01
2211,100,2002-07-11
2211,100,2000-12-21
2211,100,1989-11-07
2211,100,1989-11-05
2212,227000,2023-09-20
2212,10,2020-05-07
2212,114000,2016-03-24
2212,69900,2013-07-11
2212,10,2012-04-13
2212,34500,2011-06-15
2212,100,2010-05-11
2212,116900,2005-12-15
2212,1855000,2003-07-01
2212,100,2002-07-11
2212,100,2000-12-21
2212,100,1989-11-07
2212,100,1989-11-05
2213,167000,2021-04-30
2213,10,2019-06-12
2213,61750,2012-12-31
2213,44900,2011-10-05
2213,26000,2011-08-09
2213,0,2011-04-12
2213,8200,2010-12-21
2213,116900,2005-12-30
2213,1855000,2003-07-01
2213,100,2002-07-11
2213,100,2000-12-21
2213,100,1989-11-07
2213,100,1989-11-05
2214,10,2025-11-18
2214,150000,2021-07-21
2214,0,2020-05-28
2214,0,2020-05-28
2214,119900,2017-08-25
2214,52900,2011-05-31
2214,210000,2005-12-20
2214,122900,2005-12-20
2214,1855000,2003-07-01
2214,100,2002-07-11
2214,100,2000-12-21
2214,100,1989-11-07
2214,100,1989-11-05
2221,40000,2009-12-04
2221,114900,2005-12-30
2221,1855000,2003-07-01
2221,100,2002-07-11
2221,100,2000-12-21
2221,100,1989-11-07
2221,100,1989-11-05
2222,148000,2021-06-15
2222,108500,2016-05-20
2222,0,2010-07-30
2222,100,2010-07-30
2222,110000,2008-01-25
2222,100,2006-03-29
2222,112900,2005-12-19
2222,1855000,2003-07-01
2222,100,2002-07-11
2222,100,2000-12-21
2222,100,1989-11-07
2222,100,1989-11-05
2223,100,2008-01-08
2223,100,2007-04-30
2223,112900,2005-12-29
2223,1855000,2003-07-01
2223,100,2002-07-11
2223,100,2000-12-21
2223,100,1989-11-07
2223,100,1989-11-05
2224,114000,2017-03-06
2224,114900,2005-12-19
2224,1855000,2003-07-01
2224,100,2002-07-11
2224,100,2000-12-21
2224,100,1989-11-07
2224,100,1989-11-05
2311,215000,2024-06-03
2311,0,2017-05-17
2311,124900,2005-12-15
2311,191000,2005-12-12
2311,1855000,2003-07-01
2311,100,2002-07-11
2311,100,2000-12-21
2311,100,1989-11-07
2311,100,1989-11-05
2312,10,2025-09-24
2312,100000,2016-04-11
2312,100,2010-08-05
2312,212000,2005-12-16
2312,123900,2005-12-16
2312,1855000,2003-07-01
2312,100,2002-07-11
2312,100,2000-12-21
2312,100,1989-11-07
2312,100,1989-11-05
2313,117500,2019-08-22
2313,130900,2005-12-15
2313,1855000,2003-07-01
2313,100,2002-07-11
2313,100,2000-12-21
2313,100,1989-11-07
2313,100,1989-11-05
2314,165000,2021-07-16
2314,125900,2005-12-15
2314,1855000,2003-07-01
2314,100,2002-07-11
2314,100,2000-12-21
2314,100,1989-11-07
2314,100,1989-11-05
2321,125000,2020-09-17
2321,41300,2013-03-29
2321,120900,2005-12-29
2321,190500,2005-12-27
2321,1855000,2003-07-01
2321,100,2002-07-11
2321,100,2000-12-21
2321,100,1989-11-07
2321,100,1989-11-05
2322,63000,2013-05-23
2322,56110,2012-05-07
2322,37000,2010-04-21
2322,174900,2009-09-25
2322,177000,2007-03-16
2322,119900,2005-12-23
2322,1855000,2003-07-01
2322,100,2002-07-11
2322,100,2000-12-21
2322,100,1989-11-07
2322,100,1989-11-05
2323,126500,2018-05-30
2323,69000,2014-05-21
2323,100,2012-01-30
2323,50000,2011-10-13
2323,42000,2009-10-28
2323,100,2009-07-10
2323,100,2009-07-06
2323,189800,2006-09-11
2323,119900,2005-12-16
2323,1855000,2003-07-01
2323,100,2002-07-11
2323,100,2000-12-21
2323,100,1989-11-07
2323,100,1989-11-05
2324,105000,2016-07-14
2324,120900,2005-12-16
2324,1855000,2003-07-01
2324,100,2002-07-11
2324,100,2000-12-21
2324,100,1989-11-07
2324,100,1989-11-05
2411,215000,2022-03-24
2411,125900,2005-12-23
2411,1855000,2003-07-01
2411,100,2002-07-11
2411,100,2000-12-21
2411,100,1989-11-07
2411,100,1989-11-05
2412,232000,2023-07-21
2412,10,2022-03-03
2412,115000,2018-01-16
2412,41000,2009-05-04
2412,100,2009-03-05
2412,122900,2006-01-06
2412,1855000,2003-07-01
2412,100,2002-07-11
2412,100,2000-12-21
2412,100,1989-11-07
2412,100,1989-11-05
2413,0,2019-06-02
2413,0,2019-06-02
2413,42000,2009-11-19
2413,100,2009-07-30
2413,100,2009-07-27
2413,197000,2006-06-13
2413,123900,2005-12-30
2413,1855000,2003-07-01
2413,100,2002-07-11
2413,100,2000-12-21
2413,100,1989-11-07
2413,100,1989-11-05
2414,118000,2018-03-30
2414,90100,2015-07-15
2414,125900,2005-12-23
2414,1855000,2003-07-01
2414,100,2002-07-11
2414,100,2000-12-21
2414,100,1989-11-07
2414,100,1989-11-05
2421,120900,2005-12-30
2421,1855000,2003-07-01
2421,100,2002-07-11
2421,100,2000-12-21
2421,100,1989-11-07
2421,100,1989-11-05
2422,0,2019-12-03
2422,10,2019-09-24
2422,59000,2011-05-31
2422,45000,2010-09-24
2422,184200,2006-09-18
2422,119900,2006-01-09
2422,1855000,2003-07-01
2422,100,2002-07-11
2422,100,2000-12-21
2422,100,1989-11-07
2422,100,1989-11-05
2423,235000,2023-03-15
2423,60000,2012-07-19
2423,118900,2005-12-19
2423,1855000,2003-07-01
2423,100,2002-07-11
2423,100,2000-12-21
2423,100,1989-11-07
2423,100,1989-11-05
2424,230000,2021-12-15
2424,125000,2021-02-27
2424,64575,2015-06-03
2424,153057,2015-04-14
2424,120900,2006-01-04
2424,212000,2005-12-21
2424,1855000,2003-07-01
2424,100,2002-07-11
2424,100,2000-12-21
2424,100,1989-11-07
2424,100,1989-11-05
2511,113800,2017-07-07
2511,100,2015-12-14
2511,41100,2010-09-20
2511,100,2009-12-09
2511,225000,2006-03-10
2511,125900,2005-12-22
2511,1855000,2003-07-01
2511,100,2002-07-11
2511,100,2000-12-21
2511,100,1989-11-07
2511,100,1989-11-05
2512,129000,2019-05-17
2512,76000,2014-08-11
2512,100,2014-06-17
2512,123900,2005-12-12
2512,1855000,2003-07-01
2512,100,2002-07-11
2512,100,2000-12-21
2512,100,1989-11-07
2512,100,1989-11-05
2513,90000,2015-06-04
2513,130900,2005-12-19
2513,1855000,2003-07-01
2513,100,2002-07-11
2513,100,2000-12-21
2513,100,1989-11-07
2513,100,1989-11-05
2514,124900,2005-12-14
2514,1855000,2003-07-01
2514,100,2002-07-11
2514,100,2000-12-21
2514,100,1989-11-07
2514,100,1989-11-05
2521,10,2024-11-19
2521,200000,2024-11-19
2521,225000,2022-03-10
2521,117500,2018-05-31
2521,105000,2017-05-30
2521,128900,2005-12-09
2521,1855000,2003-07-01
2521,100,2002-07-11
2521,100,2000-12-21
2521,100,1989-11-07
2521,100,1989-11-05
2522,56500,2009-11-25
2522,31500,2009-09-21
2522,189000,2006-08-02
2522,119900,2005-12-12
2522,1855000,2003-07-01
2522,100,2002-07-11
2522,100,2000-12-21
2522,100,1989-11-07
2522,100,1989-11-05
2523,51000,2011-04-12
2523,40000,2009-04-17
2523,100,2009-03-20
2523,210000,2005-12-28
2523,119900,2005-12-23
2523,1855000,2003-07-01
2523,100,2002-07-11
2523,100,2000-12-21
2523,100,1989-11-07
2523,100,1989-11-05
2524,120000,2019-09-18
2524,10,2015-06-30
2524,55000,2013-04-05
2524,121900,2005-12-14
2524,1855000,2003-07-01
2524,100,2002-07-11
2524,100,2000-12-21
2524,100,1989-11-07
2524,100,1989-11-05
2611,110000,2019-02-27
2611,0,2012-12-06
2611,142900,2005-12-14
2611,1855000,2003-07-01
2611,100,2002-07-11
2611,100,2000-12-21
2611,100,1989-11-07
2611,100,1989-11-05
2612,208000,2021-09-14
2612,87500,2017-05-09
2612,76600,2017-02-14
2612,140900,2005-12-16
2612,1855000,2003-07-01
2612,100,2002-07-11
2612,100,2000-12-21
2612,100,1989-11-07
2612,100,1989-11-05
2613,10,2018-03-14
2613,57000,2012-07-20
2613,100,2012-06-22
2613,10100,2012-04-30
2613,130900,2005-12-30
2613,1855000,2003-07-01
2613,100,2002-07-11
2613,100,2000-12-21
2613,100,1989-11-07
2613,100,1989-11-05
2614,182000,2025-05-30
2614,0,2023-11-07
2614,0,2017-12-03
2614,60010,2014-01-28
2614,10,2013-12-18
2614,10,2013-11-18
2614,300,2013-10-21
2614,132900,2005-12-29
2614,1855000,2003-07-01
2614,100,2002-07-11
2614,100,2000-12-21
2614,100,1989-11-07
2614,100,1989-11-05
2621,38000,2009-12-29
2621,100,2007-09-04
2621,100,2006-12-21
2621,128900,2005-12-14
2621,1855000,2003-07-01
2621,100,2002-07-11
2621,100,2000-12-21
2621,100,1989-11-07
2621,100,1989-11-05
2622,10,2023-07-16
2622,120000,2018-07-05
2622,110000,2018-04-23
2622,44900,2009-04-08
2622,100,2009-01-28
2622,100,2006-01-10
2622,126900,2005-12-14
2622,1855000,2003-07-01
2622,100,2002-07-11
2622,100,2000-12-21
2622,100,1989-11-07
2622,100,1989-11-05
2623,42000,2009-11-19
2623,100,2009-09-23
2623,100,2009-07-01
2623,187000,2006-08-25
2623,136900,2005-12-30
2623,1855000,2003-07-01
2623,100,2002-07-11
2623,100,2000-12-21
2623,100,1989-11-07
2623,100,1989-11-05
2624,124000,2017-09-18
2624,80000,2014-02-21
2624,128900,2005-12-12
2624,1855000,2003-07-01
2624,100,2002-07-11
2624,100,2000-12-21
2624,100,1989-11-07
2624,100,1989-11-05
2711,90000,2015-03-26
2711,60000,2012-05-15
2711,52600,2010-12-09
2711,119800,2010-07-30
2711,131600,2004-12-16
2711,1855000,2003-07-01
2711,100,2002-07-11
2711,100,2000-12-21
2711,100,1989-11-07
2711,100,1989-11-05
2712,150000,2019-05-20
2712,145000,2018-11-30
2712,120000,2015-06-03
2712,69900,2012-03-30
2712,190000,2005-08-25
2712,127900,2004-12-28
2712,1855000,2003-07-01
2712,100,2002-07-11
2712,100,2000-12-21
2712,100,1989-11-07
2712,100,1989-11-05
2721,153900,2004-12-15
2721,1855000,2003-07-01
2721,100,2002-07-11
2721,100,2000-12-21
2721,100,1989-11-07
2721,100,1989-11-05
2722,0,2020-04-13
2722,81000,2009-06-29
2722,266900,2009-02-23
2722,249000,2006-08-30
2722,188000,2004-12-16
2722,1855000,2003-07-01
2722,100,2002-07-11
2722,100,2000-12-21
2722,100,1989-11-07
2722,100,1989-11-05
2811,10,2023-05-16
2811,10,2013-03-11
2811,59900,2012-03-16
2811,158000,2005-02-04
2811,127900,2004-12-17
2811,1855000,2003-07-01
2811,100,2002-07-11
2811,100,2000-12-21
2811,100,1989-11-07
2811,100,1989-11-05
2812,59500,2009-05-23
2812,100,2008-11-07
2812,100,2008-06-17
2812,159000,2004-12-27
2812,127900,2004-12-21
2812,1855000,2003-07-01
2812,100,2002-07-11
2812,100,2000-12-21
2812,100,1989-11-07
2812,100,1989-11-05
2821,10,2023-05-16
2821,0,2013-10-21
2821,107000,2013-10-21
2821,0,2013-07-26
2821,0,2013-07-26
2821,240000,2005-05-20
2821,149900,2004-12-20
2821,188000,2004-12-17
2821,1855000,2003-07-01
2821,100,2002-07-11
2821,100,2000-12-21
2821,100,1989-11-07
2821,100,1989-11-05
2822,169000,2020-09-10
2822,149900,2004-12-22
2822,1855000,2003-07-01
2822,100,2002-07-11
2822,100,2000-12-21
2822,100,1989-11-07
2822,100,1989-11-05
2911,305000,2023-02-27
2911,100000,2013-10-18
2911,150900,2005-07-20
2911,100,2004-11-05
2911,100,2004-11-05
2911,1855000,2003-07-01
2911,100,2002-07-11
2911,100,2000-12-21
2911,100,1989-11-07
2911,100,1989-11-05
2912,10,2015-03-11
2912,53600,2009-08-31
2912,100,2009-07-17
2912,250000,2006-07-25
2912,133900,2005-07-21
2912,100,2004-11-05
2912,100,2004-11-05
2912,1855000,2003-07-01
2912,100,2002-07-11
2912,100,2000-12-21
2912,100,1989-11-07
2912,100,1989-11-05
2921,180000,2007-10-31
2921,100,2007-10-11
2921,155900,2005-07-21
2921,100,2004-11-05
2921,100,2004-11-05
2921,1855000,2003-07-01
2921,100,2002-07-11
2921,100,2000-12-21
2921,100,1989-11-07
2921,100,1989-11-05
2922,74600,2010-09-10
2922,43300,2010-04-15
2922,195000,2007-06-19
2922,155900,2005-07-22
2922,100,2004-11-05
2922,100,2004-11-05
2922,1855000,2003-07-01
2922,100,2002-07-11
2922,100,2000-12-21
2922,100,1989-11-07
2922,100,1989-11-05
3011,0,2014-03-07
3011,0,2014-03-07
3011,106000,2014-03-06
3011,100,2006-03-15
3011,100,2006-03-15
3011,196000,2005-05-11
3011,137000,2004-12-17
3011,133900,2004-12-17
3011,1855000,2003-07-01
3011,100,2002-07-11
3011,100,2000-12-21
3011,100,1989-11-07
3011,100,1989-11-05
3012,61900,2009-09-04
3012,36800,2009-06-29
3012,133900,2005-01-05
3012,1855000,2003-07-01
3012,100,2002-07-11
3012,100,2000-12-21
3012,100,1989-11-07
3012,100,1989-11-05
3021,169000,2020-06-19
3021,125750,2014-12-30
3021,31600,2014-07-08
3021,0,2013-03-28
3021,0,2011-11-20
3021,155900,2004-12-21
3021,1855000,2003-07-01
3021,100,2002-07-11
3021,100,2000-12-21
3021,100,1989-11-07
3021,100,1989-11-05
3022,174500,2007-08-30
3022,168600,2004-12-17
3022,1855000,2003-07-01
3022,100,2002-07-11
3022,100,2000-12-21
3022,100,1989-11-07
3022,100,1989-11-05
3111,10,2015-12-01
3111,77000,2013-02-15
3111,42900,2009-03-19
3111,100,2009-03-18
3111,100,2008-11-14
3111,173500,2005-01-19
3111,134900,2005-01-06
3111,1855000,2003-07-01
3111,100,2002-07-11
3111,100,2000-12-21
3111,100,1989-11-07
3111,100,1989-11-05
3112,163000,2019-01-25
3112,0,2018-10-01
3112,0,2018-05-03
3112,56000,2009-04-08
3112,100,2009-01-22
3112,165000,2004-12-20
3112,134900,2004-12-20
3112,1855000,2003-07-01
3112,100,2002-07-11
3112,100,2000-12-21
3112,100,1989-11-07
3112,100,1989-11-05
3121,325000,2022-12-01
3121,295000,2022-06-07
3121,195000,2021-01-08
3121,170900,2016-09-20
3121,10,2013-06-17
3121,162000,2008-10-16
3121,156900,2004-12-30
3121,1855000,2003-07-01
3121,100,2002-07-11
3121,100,2000-12-21
3121,100,1989-11-07
3121,100,1989-11-05
3122,175000,2007-08-24
3122,170900,2004-12-21
3122,1855000,2003-07-01
3122,100,2002-07-11
3122,100,2000-12-21
3122,100,1989-11-07
3122,100,1989-11-05
3211,62900,2011-09-16
3211,100,2011-05-17
3211,15100,2011-04-26
3211,134900,2005-07-22
3211,100,2004-11-05
3211,100,2004-11-05
3211,1855000,2003-07-01
3211,100,2002-07-11
3211,100,2000-12-21
3211,100,1989-11-07
3211,100,1989-11-05
3212,100,2012-11-20
3212,100,2010-05-18
3212,138900,2005-07-15
3212,100,2004-11-05
3212,100,2004-11-05
3212,1855000,2003-07-01
3212,100,2002-07-11
3212,100,2000-12-21
3212,100,1989-11-07
3212,100,1989-11-05
3221,145000,2016-04-29
3221,91600,2015-11-13
3221,87100,2012-06-05
3221,32600,2011-08-12
3221,269000,2005-08-31
3221,156900,2005-07-26
3221,100,2004-11-05
3221,100,2004-11-05
3221,1855000,2003-07-01
3221,100,2002-07-11
3221,100,2000-12-21
3221,100,1989-11-07
3221,100,1989-11-05
3222,125000,2016-01-13
3222,6100,2014-04-15
3222,100,2007-07-18
3222,100,2005-11-30
3222,156900,2005-07-21
